"","TCGA.CH.5761.11A.01R.1580.07","TCGA.CH.5761.11A.01R.1580.08","TCGA.CH.5761.11A.01R.1580.09","TCGA.CH.5761.11A.01R.1580.10","TCGA.CH.5761.11A.01R.1580.11","TCGA.CH.5761.11A.01R.1580.12","TCGA.CH.5761.11A.01R.1580.13","TCGA.CH.5761.11A.01R.1580.14","TCGA.CH.5761.11A.01R.1580.15"
"ATXN3","477.6188","566.086","475.2475","399.1597","433.5822","499.1029","520.2355","498.4547","533.8069"
"ATXN3L","0","0","0","0.382","0","0","0","0","0"
"ATXN7","476.245","818.3","528.2885","796.7914","442.0687","622.6077","271.8911","666.2252","781.6338"
"ATXN7L1","287.1208","343.0516","304.1018","201.2987","258.452","300.2392","178.8079","281.6777","365.3252"
"ATXN7L2","81.5112","112.9127","48.0905","42.3988","60.5626","46.0526","22.0751","41.5011","55.0351"
"ATXN7L3","1345.3921","1436.1482","1152.7581","1346.8296","1077.3977","1067.2847","628.7712","1111.2583","1193.2155"
"ATXN7L3B","3979.3932","3186.6758","4296.3225","3007.2574","3773.3993","3510.4665","3745.401","3226.9316","3559.0505"
"ATXN8OS","0","0","5.8204","0","0","0","0","0.4415","0"
"AUH","805.9531","564.3098","768.0339","386.9366","899.1815","315.1914","1378.9551","536.8653","483.8364"
"AUP1","2578.9582","2182.9985","1830.5375","2772.5516","2772.8583","1034.0969","3692.8771","1525.3775","1269.586"
"AURKA","38.008","37.8067","19.802","207.4102","39.7322","40.6699","29.4334","32.2296","56.3857"
"AURKAIP1","1551.0017","794.9562","987.2702","1709.3201","1181.9357","948.8636","2126.5636","986.3135","719.8459"
"AURKAPS1","8.2427","21.3139","7.0721","24.8281","3.8575","3.8876","7.3584","7.064","5.0646"
"AURKB","19.6909","19.5377","2.1216","207.0283","7.715","3.8876","9.5659","8.3885","15.869"
"AURKC","4.1214","7.6121","2.8289","3.8197","7.3292","3.5885","30.1692","2.649","5.4022"
"AUTS2","1213.5089","1099.6937","1393.2107","576.3942","836.6902","716.5072","437.454","1079.0287","1366.4242"
"AVEN","166.6857","212.6311","149.9293","242.9335","212.1621","251.4952","280.3532","199.5585","155.3138"
"AVIL","18.775","39.5829","169.024","5.7296","12.344","7.177","8.4621","7.947","11.8174"
"AVL9","387.407","376.7986","326.7327","446.5241","377.2628","289.4737","317.5129","380.574","396.3879"
"AVP","0","0","0","0","0","0","0","0.4415","0"
"AVPI1","655.2948","1050.9763","327.4399","226.1268","448.2406","411.4833","351.3613","272.4062","270.7863"
"AVPR1A","11.4482","22.5825","43.8472","3.8197","55.5479","39.1746","19.8675","106.4018","54.6975"
"AVPR1B","0","0","3.5361","0.382","0.7715","0","1.4717","0.4415","1.6882"
"AVPR2","22.4385","14.2092","6.3649","17.9526","27.3882","21.8301","17.66","22.5166","38.1532"
"AWAT1","0","0","1.4144","0","0","0","0","0","0"
"AWAT2","0.4579","0.2537","0","0.7639","0","0","0","0","0"
"AXIN1","858.6148","572.6831","661.9519","857.1429","609.0981","615.4306","328.5504","586.3135","618.5543"
"AXIN2","1132.5243","704.6261","893.918","463.7128","843.2479","752.6914","557.3951","704.1943","1343.8024"
"AXL","865.4837","1428.5361","786.4215","870.5118","1290.717","2101.0766","732.5239","1347.0199","1484.5978"
"AZGP1","50040.5266","19211.6536","29667.6096","4497.3262","56594.4319","5636.0646","121557.0272","20867.5497","9218.8895"
"AZI1","275.6726","133.2116","191.6549","367.838","206.3759","148.0263","70.6402","203.0905","187.3895"
"AZI2","859.5306","1052.7524","990.099","1134.8358","1153.3903","973.3852","2147.535","1083.8852","1123.6619"
"AZIN1","2721.0074","3817.2108","3646.3932","3250.573","4355.1092","4261.6627","6350.2575","4158.9404","3777.5028"
"AZU1","1.3738","0.5075","0","0","0","0","0.3679","0","0"
"B2M","36562.3354","39571.4645","19078.5007","29129.1062","36472.593","25203.3493","114204.1943","37816.3355","52490.0017"
"B3GALNT1","313.6806","431.3519","563.6492","202.0626","636.1005","646.2321","1271.8911","456.9536","621.2554"
"B3GALNT2","934.7865","1233.867","1161.2376","1139.5684","1361.4557","1205.5024","1306.9058","1082.3444","1151.956"
"B3GALT1","1.3738","4.821","3.5361","1.9099","4.629","11.0646","0.7358","1.3245","2.0258"
"B3GALT2","125.0143","122.0472","182.4611","25.974","194.8034","805.0239","186.9021","174.8344","350.1314"
"B3GALT4","481.2822","344.0666","287.8359","220.0153","399.2505","297.2488","452.9065","215.4525","235.6719"
"B3GALT5","23.3543","48.7174","11.3154","7.2574","1.9287","0.5981","1.8396","19.426","28.6993"
"B3GALT6","662.6216","383.3957","524.0453","561.8793","404.651","339.7129","269.6836","370.8609","357.5595"
"B3GALTL","205.6096","244.8557","132.9562","147.0588","207.9189","307.7153","263.429","242.8256","255.9302"
"B3GAT1","1076.5884","366.6491","239.0382","174.5607","252.28","148.9234","64.0177","224.7241","119.5241"
"B3GAT2","5.692","18.1041","10.1627","8.7548","4.8566","13.0263","4.2678","2.7461","6.2126"
"B3GAT3","1063.3085","760.7018","801.273","1136.3636","1169.5918","374.701","1059.9706","680.3532","530.0929"
"B3GNT1","693.3028","398.3662","770.8628","459.1291","837.8474","1537.3804","1227.741","843.2671","896.7686"
"B3GNT2","545.85","623.4304","349.3635","334.6066","410.0515","352.5718","475.3495","454.7461","570.2719"
"B3GNT3","490.8987","223.5418","140.0283","12.2231","131.1548","9.2703","107.7999","95.8057","311.9782"
"B3GNT4","5.0372","2.0299","4.9505","6.1115","5.4005","2.6914","8.0942","5.298","1.0129"
"B3GNT5","495.478","4559.1361","456.1528","459.5111","335.9876","383.6722","474.9816","692.7152","475.7331"
"B3GNT6","3.6634","143.3611","108.9109","99.6944","65.9631","0.8971","0","15.894","1.3506"
"B3GNT7","66.3995","194.3621","32.5318","66.8449","36.6462","130.6818","41.5747","72.4062","58.7491"
"B3GNT8","140.5839","125.0921","94.7666","60.7334","94.5086","71.1722","106.3282","71.9647","75.2935"
"B3GNT9","710.5346","353.2265","462.3055","179.4652","586.092","389.4258","330.9272","619.4967","709.2778"
"B3GNTL1","67.3932","70.4347","60.4668","86.8335","84.645","35.3379","68.4069","35.064","54.424"
"B4GALNT1","45.66","70.5057","27.4965","26.4324","33.9382","270.0269","74.4481","108.0751","76.6373"
"B4GALNT2","0","0","0.7072","0","0.3857","0","0","0","0.3376"
"B4GALNT3","275.2147","249.1692","181.7539","215.0497","156.6142","75.6579","28.3297","172.1854","206.2973"
"B4GALNT4","235.3749","109.6141","119.5191","178.3804","99.5233","21.5311","53.3481","101.1038","94.5389"
"B4GALT1","4802.7476","5380.2272","2483.0269","4220.0153","4374.7824","2544.2584","2684.6946","4761.1479","3867.99"
"B4GALT2","1100.8586","1009.6172","858.5573","1024.0642","1152.6188","1564.8923","965.0478","950.5519","786.3607"
"B4GALT3","1075.6726","967.7507","1031.1174","1174.1788","1182.7072","448.5646","1103.3848","761.5894","634.7609"
"B4GALT4","445.1059","605.6689","935.6436","507.2574","636.4863","390.5502","522.443","465.7837","475.0578"
"B4GALT5","1298.6835","1800.26","983.7341","1564.1711","1221.2822","2706.6388","1141.6483","1964.6799","1695.2844"
"B4GALT6","140.5839","196.6457","175.389","82.5057","193.2604","1002.6914","435.9823","469.3157","502.4065"
"B4GALT7","691.4711","554.1604","607.4965","611.9175","675.447","387.5598","885.2097","499.7792","466.6168"
"B9D1","148.9639","146.1243","96.6973","218.4874","182.282","112.3505","336.3208","138.6799","137.0442"
"B9D2","149.2845","112.9026","58.6987","111.1536","117.2678","62.201","177.649","81.2362","67.5278"
"BAALC","9.6165","17.5078","7.0721","10.6952","18.516","16.7464","16.5563","17.2185","35.1144"
"BAAT","0.4579","0.7612","1.4144","9.5493","0.3857","1.4952","2.2075","6.181","0"
"BACE1","849.9141","886.8088","1135.785","691.7494","1016.0636","1889.9522","751.2877","1198.6755","1537.9211"
"BACE2","6207.2124","2461.2433","1363.5078","2838.4263","2830.6281","942.2847","2300.2208","1971.7439","2645.3999"
"BACH1","962.5644","1163.6353","1327.4399","1299.8472","920.012","946.7703","1377.1155","1133.7748","1539.6329"
"BACH2","97.0807","87.7928","115.2758","63.0252","92.9656","148.3254","45.9897","88.3002","256.6055"
"BAD","1207.0979","637.8782","884.5757","1354.5073","946.5863","880.3858","2045.3201","941.2009","822.4374"
"BAG1","2712.6182","3213.2724","2142.2914","1795.3247","1855.7356","1131.0825","2754.2568","1410.6004","1288.3587"
"BAG2","399.771","520.9209","508.4866","629.8701","701.6779","2036.7823","1275.9382","862.2517","698.9123"
"BAG3","1686.5484","3792.0909","1515.5587","1506.1115","1501.3361","2804.1268","1020.6034","2199.5585","1246.2248"
"BAG4","136.0046","151.7344","211.4569","139.0374","278.8967","233.5526","383.0022","241.0596","359.2477"
"BAG5","1209.8454","1413.8194","1313.2956","1072.5745","1213.1814","1522.4282","1052.6122","1296.6887","1312.0643"
"BAGE","0","0","0","0","0","0","0","0","0"
"BAGE2","2.1568","3.0144","4.7666","4.2017","1.9133","8.5885","1.1038","6.0044","9.9806"
"BAHCC1","692.3869","515.0849","546.6761","654.3163","400.4077","972.7871","121.7807","735.5408","687.4326"
"BAHD1","990.498","824.6434","959.6888","569.9007","644.9728","921.6507","394.0397","825.1656","818.7741"
"BAI1","16.0275","21.0601","27.5813","8.4034","29.3169","5.0837","13.613","41.0596","32.0757"
"BAI2","89.2959","121.5397","85.5728","76.0122","123.4398","416.866","68.0648","258.7196","224.5298"
"BAI3","10.0744","24.3587","14.1443","3.0558","18.1302","43.0622","11.0375","37.9691","26.6735"
"BAIAP2","4175.3864","2960.589","3604.6676","3401.8335","3970.1314","1523.9234","2448.4915","1849.8896","1457.5867"
"BAIAP2L1","1981.4539","1633.8089","1712.1641","1999.2361","1781.3901","540.9689","2002.2075","1513.4658","940.324"
"BAIAP2L2","11.4482","10.9107","2.8289","253.6287","23.9165","3.2895","4.7829","3.9735","3.3764"
"BAIAP3","809.6302","434.0821","325.1909","463.4989","432.6062","90.7207","222.1376","309.3289","171.0039"
"BAK1","313.6806","329.6036","200.1414","255.5386","298.9557","259.5694","477.9249","275.4967","281.9284"
"BAMBI","573.7836","646.0129","829.5615","186.7838","510.3463","72.0694","213.0243","286.5342","106.6939"
"BANF1","2032.2839","1811.9318","1877.6521","2115.7372","2309.0951","1731.1603","4146.4312","1689.6247","1560.2289"
"BANF2","0","0","0","0","0","0","0","0.4415","0"
"BANK1","147.4528","184.7201","620.9335","141.3293","307.8279","112.7392","162.6196","165.5629","405.1665"
"BANP","261.4768","177.108","226.3083","284.9503","290.4692","183.3134","221.4864","164.2384","221.491"
"BAP1","1959.9313","1835.7831","1680.3395","1590.1451","1640.2059","1545.7536","1022.8109","1550.9934","1452.1844"
"BARD1","44.419","88.0465","55.1627","71.4286","83.3218","142.0455","110.3753","100.2208","157.3397"
"BARHL1","0","0.2537","0","0","0","0.299","0","0","0"
"BARHL2","0","0","0","0","0","0","0","0","0"
"BARX1","0.4579","1.0149","0","7.2574","0","0.299","0.7358","1.3245","0.3376"
"BARX2","417.6302","1335.9223","515.5587","157.754","226.0491","141.1483","200.1472","225.1656","124.5887"
"BASE","0","0","0","0","0","0","0","0.4415","0"
"BASP1","2304.751","3707.0892","4578.5007","1890.3743","2557.5176","1023.9234","2800.2208","1869.7572","1442.7306"
"BAT1","4462.5072","5850.1141","4453.0764","5289.534","4170.7211","2914.7727","4215.3164","3309.4923","3417.9175"
"BAT2","9065.1402","8269.2702","8762.3762","8589.3812","7165.6783","7764.3541","2551.1405","8468.4327","7953.0817"
"BAT2L1","6407.4093","6219.9451","7695.6789","4103.7853","4928.267","7358.5467","1038.3149","6372.6799","6701.2724"
"BAT2L2","3319.5192","4391.1626","3539.604","2902.9794","2532.8297","3385.1675","1181.7513","4396.9095","5189.5082"
"BAT3","5157.6417","4495.4483","4478.7836","5975.1719","4201.9667","3688.4061","2604.8565","4267.1082","3494.2238"
"BAT4","555.9244","434.3968","547.3833","346.4477","489.9016","331.9378","689.1096","342.1634","332.2366"
"BAT5","1556.0389","1392.7593","1340.8769","1668.8312","1622.8472","967.1053","1370.493","1225.1656","1113.8704"
"BATF","50.3721","175.3319","67.1853","30.9396","27.3882","7.177","68.4327","44.5916","77.3193"
"BATF2","86.0904","88.3003","58.6987","45.8365","37.4177","69.0789","61.4422","38.8521","114.7972"
"BATF3","5.4951","17.7615","2.8289","7.2574","10.4152","6.878","16.1884","16.777","29.0369"
"BAX","598.0538","499.607","502.8289","484.7212","638.8008","375.5981","615.5261","558.4989","606.0616"
"BAZ1A","565.083","849.7633","623.7624","1369.7479","583.6386","414.7727","483.0758","675.9382","839.0324"
"BAZ1B","1841.328","1989.8011","2506.3649","1992.3606","2100.019","3295.4545","1194.2605","2672.4062","3107.6274"
"BAZ2A","2555.9015","2994.0543","2300.6648","3025.5424","1930.6249","2088.8517","772.7079","2608.5695","2991.6519"
"BAZ2B","815.6932","1180.3895","963.9109","913.5714","839.2322","785.3708","564.0986","1041.1567","1232.0034"
"BBC3","120.435","63.1804","105.3748","126.8144","58.2481","112.4402","63.2818","56.0706","117.1607"
"BBOX1","12.822","52.5234","13.4371","110.3896","4.629","19.7368","17.66","10.1545","19.583"
"BBS1","1272.1236","1073.3051","1280.3819","925.8976","1303.4468","1703.3493","928.9919","1280.7947","1407.2785"
"BBS10","354.8941","326.8125","553.041","307.1047","607.1693","530.8014","948.4915","526.7108","585.128"
"BBS12","75.5581","64.9565","91.2306","79.8319","142.3415","118.4211","255.7027","104.1943","177.9356"
"BBS2","860.9044","1004.2888","904.5262","655.0802","982.8891","1214.7129","1328.9183","974.3929","1092.2615"
"BBS4","600.3434","582.3251","757.4257","389.6104","1364.3951","462.3206","1645.3274","925.8278","604.0358"
"BBS5","233.0853","276.319","197.058","139.0374","205.9901","310.4067","161.8837","226.4901","260.333"
"BBS7","224.8426","319.7079","230.5516","215.0497","293.5552","369.6172","326.7108","324.0618","320.7569"
"BBS9","230.3377","284.946","301.9802","184.11","262.3095","292.4641","325.2391","241.5011","334.9377"
"BBX","2002.9765","2262.8215","2428.5714","1368.22","2347.67","4871.7105","2266.7403","3573.0684","3834.2261"
"BCAM","10365.6554","6419.7854","12350.0707","35208.9381","12878.625","4589.4139","11579.1023","9824.7241","7743.7457"
"BCAN","0.9159","5.5822","4.2433","1.1459","2.3145","4.7847","8.4621","3.9735","9.1162"
"BCAP29","2404.1214","1430.3122","1434.2291","1258.9763","1615.9037","1449.1627","2986.387","1635.3201","1408.629"
"BCAP31","6116.0847","5176.2231","5521.2164","6318.5638","6483.6736","3464.7129","7907.6527","4258.2781","3434.4618"
"BCAR1","1500.6297","1208.8003","893.2107","1771.5814","1073.5402","1208.433","745.401","1299.3377","1118.5973"
"BCAR3","631.4825","481.338","505.6577","184.492","438.5969","562.497","378.9551","479.9117","497.3386"
"BCAR4","0.9159","0.2537","0","0.382","0","0.5981","0","0.4415","0"
"BCAS1","2510.3606","2059.3248","2399.5757","586.3254","2470.724","630.6818","1628.4032","1487.8587","1388.3707"
"BCAS2","688.1649","951.6816","820.2122","633.4607","807.0608","672.8917","1568.613","684.2737","605.1635"
"BCAS3","748.2541","694.4766","960.396","863.6364","840.5476","707.8349","805.0037","709.4923","771.5046"
"BCAS4","212.9365","394.0527","297.7369","224.217","341.7738","506.5789","721.8543","308.6093","459.1888"
"BCAT1","101.66","124.3308","42.4328","42.7807","65.5774","229.9641","35.688","70.1987","215.7512"
"BCAT2","1777.676","1286.19","919.3777","1442.7044","1456.975","681.2201","1433.4069","907.2848","625.6447"
"BCCIP","1081.2135","1101.5891","1238.6351","1228.3652","1170.5253","795.7087","1894.2826","1053.3819","746.4383"
"BCDIN3D","324.9685","205.9934","320.1627","169.4538","362.3073","201.2709","530.1177","235.2185","212.7732"
"BCHE","35.7184","61.658","231.2588","20.2445","113.796","2776.3158","143.4879","93.5982","246.814"
"BCKDHA","1682.427","1202.1524","1444.1301","1756.3025","1673.7121","926.4354","1938.5578","1006.6225","1038.2866"
"BCKDHB","659.4161","577.7578","710.0424","697.479","692.0342","921.3517","908.0206","641.5011","646.2406"
"BCKDK","1388.8952","1028.3937","1000","1454.1635","1269.1151","1087.0215","1298.0132","1046.3576","847.4734"
"BCL10","402.0607","1158.8143","442.0085","406.7991","310.5282","331.6388","433.4069","400.883","372.0779"
"BCL11A","422.2095","455.4569","386.8458","181.4362","341.7738","72.9665","289.1832","191.17","323.458"
"BCL11B","70.5209","106.5693","60.1132","39.343","42.4324","29.6053","24.6505","66.6667","310.29"
"BCL2","1221.2936","1254.4729","2510.6082","263.178","698.2062","683.9115","429.7277","787.1965","1275.937"
"BCL2A1","16.0275","64.9565","4.9505","28.2659","12.344","19.1388","44.8859","26.9316","62.8008"
"BCL2L1","3682.1981","2494.2291","2983.0269","2832.6967","3227.1784","1825.0598","3074.3194","2620.3091","2309.1117"
"BCL2L10","4.5793","8.3733","5.6577","14.1329","6.5577","1.1962","12.5092","3.0905","2.7011"
"BCL2L11","927.7619","715.7905","895.3324","666.5393","710.5501","440.4904","526.4901","594.702","793.4512"
"BCL2L12","292.0572","231.5421","182.7793","339.8281","227.0983","122.177","299.1906","184.3841","162.1173"
"BCL2L13","1176.4167","1312.8323","1571.4286","1532.4675","1591.9872","1439.2943","1741.7219","1335.9823","1232.3816"
"BCL2L14","87.0063","49.9861","96.181","63.7892","31.6314","8.9713","69.5364","55.6291","39.8414"
"BCL2L15","41.2135","29.9409","11.3154","40.8709","15.43","2.3923","4.7829","5.298","12.4926"
"BCL2L2","2415.7939","2330.0515","2218.7129","1353.3957","2134.1694","3437.9246","1440.2686","2482.9095","1757.7712"
"BCL3","1132.4556","4044.3049","262.3762","1186.0199","399.2505","491.0287","386.6814","670.1987","842.7464"
"BCL6","789.4677","2129.8636","764.4979","704.7364","649.9875","1583.134","491.5379","2088.3002","1244.8742"
"BCL6B","43.5031","139.555","34.6535","72.1925","91.4226","232.0574","54.4518","168.6534","186.039"
"BCL7A","628.735","689.1481","672.5601","430.0993","486.0441","419.2584","347.6821","476.8212","506.7958"
"BCL7B","939.668","1157.0381","683.1683","776.547","1009.1201","1355.8612","1402.8698","900.6623","798.1781"
"BCL7C","631.0246","562.5337","679.6322","691.3675","682.7762","625.5981","1463.5762","508.6093","522.9856"
"BCL8","82.427","4.5673","26.1669","0.382","10.4152","5.6818","3.3113","10.1545","0.6753"
"BCL9","1461.2479","1456.9546","1382.6025","1844.1558","1146.8326","1247.6077","505.1508","1245.4746","1211.7856"
"BCL9L","2465.9416","2013.1448","1853.6068","1920.1681","1462.7612","2637.8589","621.0449","1904.6358","2500.5529"
"BCLAF1","3034.688","4343.7139","3884.7242","3621.4668","3061.3062","4017.0455","2372.3326","4027.8146","4561.5001"
"BCMO1","5.9531","10.1495","9.1938","17.9526","6.172","8.0742","12.1413","9.2715","12.155"
"BCO2","7.7848","28.4185","13.4371","7.2574","9.258","15.2512","11.0375","17.2185","21.2712"
"BCOR","1314.253","1196.621","1937.7652","1841.864","1434.9873","1065.7895","591.9794","1316.9978","1432.6014"
"BCORL1","383.2856","419.9338","459.6888","459.1291","359.1326","564.2943","169.2421","511.6998","551.3641"
"BCORL2","8.2427","3.0448","14.1443","1.1459","6.9435","0.8971","0.7358","0.883","2.3635"
"BCR","1539.5535","1397.5802","1373.4088","1687.9297","1135.2601","1726.6746","428.2561","1424.7241","1146.2837"
"BCS1L","384.2015","386.0727","336.7468","438.5027","439.0907","279.0221","497.7704","284.7682","252.6213"
"BCYRN1","0","0","0","0","0","0","0","0","0"
"BDH1","912.6503","700.5663","595.4738","947.288","707.8499","410.5861","813.0979","454.3046","321.4321"
"BDH2","480.8243","827.1808","596.8883","195.5691","393.4643","389.6531","880.4268","384.5475","698.5747"
"BDKRB1","2.7476","22.0751","0.7072","6.1115","1.9287","5.6818","1.1038","5.298","5.0646"
"BDKRB2","86.0904","258.0499","62.942","54.2399","69.4349","241.3278","48.933","218.543","171.8581"
"BDNF","28.4098","90.863","92.1358","47.6432","98.8907","158.2685","111.8469","96.234","157.7482"
"BDNFOS","74.166","99.1856","87.4965","58.5447","87.4262","47.174","125.4599","48.1369","64.7557"
"BDP1","650.2576","967.2433","868.4583","806.3407","658.474","1034.39","435.2465","1153.6424","1163.8409"
"BEAN","10.0744","8.1196","7.0721","1.5279","8.4865","7.7751","19.1317","9.713","15.869"
"BECN1","1946.4728","2003.2085","1549.4767","2065.2521","1711.0372","1882.0604","1866.6225","1830.521","1565.9822"
"BEGAIN","39.8397","57.8519","41.0184","22.9183","28.9312","47.2488","38.9993","51.6556","70.5665"
"BEND2","0","0.2537","0","0","0","0","0.3679","0.4415","1.0129"
"BEND3","220.2633","178.8842","401.6973","364.7823","205.2186","85.8254","51.1405","146.5784","139.1072"
"BEND4","870.063","571.9219","1254.5969","417.1123","636.872","260.4665","218.543","445.9161","144.5094"
"BEND5","76.016","84.2405","79.2079","35.9053","102.2236","137.8589","182.1192","110.3753","151.5998"
"BEND6","22.8964","47.9562","31.1174","25.5921","42.8182","152.811","88.6681","81.2362","92.1754"
"BEND7","235.8329","278.8563","191.6549","169.5951","163.5577","188.9952","79.8381","179.2494","252.5538"
"BEST1","27.9336","33.242","39.604","17.5707","28.9312","55.0269","33.1126","57.3951","92.5164"
